nohup: ignoring input
WARNING:root:No sentence-transformers model found with name /data/transformers/bert-base-uncased. Creating a new one with MEAN pooling.
Some weights of the model checkpoint at /data/transformers/bert-base-uncased were not used when initializing BertModel: ['cls.predictions.transform.dense.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.decoder.weight', 'cls.seq_relationship.weight', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.weight', 'cls.seq_relationship.bias', 'cls.predictions.bias']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Add 2 special tokens
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.

Trian : | Epoch [  1/ 10] Iter[301/3645]	 CE-loss: 0.3319
Trian : | Epoch [  1/ 10] Iter[302/3645]	 CE-loss: 0.3319
Trian : | Epoch [  1/ 10] Iter[303/3645]	 CE-loss: 0.3314
Trian : | Epoch [  1/ 10] Iter[304/3645]	 CE-loss: 0.3310
Trian : | Epoch [  1/ 10] Iter[305/3645]	 CE-loss: 0.3311
Trian : | Epoch [  1/ 10] Iter[306/3645]	 CE-loss: 0.3315
Trian : | Epoch [  1/ 10] Iter[307/3645]	 CE-loss: 0.3319
Trian : | Epoch [  1/ 10] Iter[308/3645]	 CE-loss: 0.3316
Trian : | Epoch [  1/ 10] Iter[309/3645]	 CE-loss: 0.3318
Trian : | Epoch [  1/ 10] Iter[310/3645]	 CE-loss: 0.3315
Trian : | Epoch [  1/ 10] Iter[311/3645]	 CE-loss: 0.3314
Trian : | Epoch [  1/ 10] Iter[312/3645]	 CE-loss: 0.3316
Trian : | Epoch [  1/ 10] Iter[313/3645]	 CE-loss: 0.3316
Trian : | Epoch [  1/ 10] Iter[314/3645]	 CE-loss: 0.3315
Trian : | Epoch [  1/ 10] Iter[315/3645]	 CE-loss: 0.3313
Trian : | Epoch [  1/ 10] Iter[316/3645]	 CE-loss: 0.3311
Trian : | Epoch [  1/ 10] Iter[317/3645]	 CE-loss: 0.3311
Trian : | Epoch [  1/ 10] Iter[318/3645]	 CE-loss: 0.3310
Trian : | Epoch [  1/ 10] Iter[319/3645]	 CE-loss: 0.3309
Trian : | Epoch [  1/ 10] Iter[320/3645]	 CE-loss: 0.3307
Trian : | Epoch [  1/ 10] Iter[321/3645]	 CE-loss: 0.3311
Trian : | Epoch [  1/ 10] Iter[322/3645]	 CE-loss: 0.3314
Trian : | Epoch [  1/ 10] Iter[323/3645]	 CE-loss: 0.3312
Trian : | Epoch [  1/ 10] Iter[324/3645]	 CE-loss: 0.3316
Trian : | Epoch [  1/ 10] Iter[325/3645]	 CE-loss: 0.3313
Trian : | Epoch [  1/ 10] Iter[326/3645]	 CE-loss: 0.3315
Trian : | Epoch [  1/ 10] Iter[327/3645]	 CE-loss: 0.3311
Trian : | Epoch [  1/ 10] Iter[328/3645]	 CE-loss: 0.3307
Trian : | Epoch [  1/ 10] Iter[329/3645]	 CE-loss: 0.3307
Trian : | Epoch [  1/ 10] Iter[330/3645]	 CE-loss: 0.3305
Trian : | Epoch [  1/ 10] Iter[331/3645]	 CE-loss: 0.3309
Trian : | Epoch [  1/ 10] Iter[332/3645]	 CE-loss: 0.3319
Trian : | Epoch [  1/ 10] Iter[333/3645]	 CE-loss: 0.3321
Trian : | Epoch [  1/ 10] Iter[334/3645]	 CE-loss: 0.3317
Trian : | Epoch [  1/ 10] Iter[335/3645]	 CE-loss: 0.3311
Trian : | Epoch [  1/ 10] Iter[336/3645]	 CE-loss: 0.3305
Trian : | Epoch [  1/ 10] Iter[337/3645]	 CE-loss: 0.3305
Trian : | Epoch [  1/ 10] Iter[338/3645]	 CE-loss: 0.3300
Trian : | Epoch [  1/ 10] Iter[339/3645]	 CE-loss: 0.3302
Trian : | Epoch [  1/ 10] Iter[340/3645]	 CE-loss: 0.3301
Trian : | Epoch [  1/ 10] Iter[341/3645]	 CE-loss: 0.3298
Trian : | Epoch [  1/ 10] Iter[342/3645]	 CE-loss: 0.3293
Trian : | Epoch [  1/ 10] Iter[343/3645]	 CE-loss: 0.3292
Trian : | Epoch [  1/ 10] Iter[344/3645]	 CE-loss: 0.3289
Trian : | Epoch [  1/ 10] Iter[345/3645]	 CE-loss: 0.3287
Trian : | Epoch [  1/ 10] Iter[346/3645]	 CE-loss: 0.3285
Trian : | Epoch [  1/ 10] Iter[347/3645]	 CE-loss: 0.3287
Trian : | Epoch [  1/ 10] Iter[348/3645]	 CE-loss: 0.3286
Trian : | Epoch [  1/ 10] Iter[349/3645]	 CE-loss: 0.3289
Trian : | Epoch [  1/ 10] Iter[350/3645]	 CE-loss: 0.3294
Trian : | Epoch [  1/ 10] Iter[351/3645]	 CE-loss: 0.3294
Trian : | Epoch [  1/ 10] Iter[352/3645]	 CE-loss: 0.3303
Trian : | Epoch [  1/ 10] Iter[353/3645]	 CE-loss: 0.3297
Trian : | Epoch [  1/ 10] Iter[354/3645]	 CE-loss: 0.3296
Trian : | Epoch [  1/ 10] Iter[355/3645]	 CE-loss: 0.3294
Trian : | Epoch [  1/ 10] Iter[356/3645]	 CE-loss: 0.3291
Trian : | Epoch [  1/ 10] Iter[357/3645]	 CE-loss: 0.3290
Trian : | Epoch [  1/ 10] Iter[358/3645]	 CE-loss: 0.3290
Trian : | Epoch [  1/ 10] Iter[359/3645]	 CE-loss: 0.3295
Trian : | Epoch [  1/ 10] Iter[360/3645]	 CE-loss: 0.3295
Trian : | Epoch [  1/ 10] Iter[361/3645]	 CE-loss: 0.3293
Trian : | Epoch [  1/ 10] Iter[362/3645]	 CE-loss: 0.3290
Trian : | Epoch [  1/ 10] Iter[363/3645]	 CE-loss: 0.3287
Trian : | Epoch [  1/ 10] Iter[364/3645]	 CE-loss: 0.3284
Trian : | Epoch [  1/ 10] Iter[365/3645]	 CE-loss: 0.3283
Trian : | Epoch [  1/ 10] Iter[366/3645]	 CE-loss: 0.3281
Trian : | Epoch [  1/ 10] Iter[367/3645]	 CE-loss: 0.3281
Trian : | Epoch [  1/ 10] Iter[368/3645]	 CE-loss: 0.3280
Trian : | Epoch [  1/ 10] Iter[369/3645]	 CE-loss: 0.3280
Trian : | Epoch [  1/ 10] Iter[370/3645]	 CE-loss: 0.3278
Trian : | Epoch [  1/ 10] Iter[371/3645]	 CE-loss: 0.3275
Trian : | Epoch [  1/ 10] Iter[372/3645]	 CE-loss: 0.3272
Trian : | Epoch [  1/ 10] Iter[373/3645]	 CE-loss: 0.3268
Trian : | Epoch [  1/ 10] Iter[374/3645]	 CE-loss: 0.3264
Trian : | Epoch [  1/ 10] Iter[375/3645]	 CE-loss: 0.3263
Trian : | Epoch [  1/ 10] Iter[376/3645]	 CE-loss: 0.3261
Trian : | Epoch [  1/ 10] Iter[377/3645]	 CE-loss: 0.3257
Trian : | Epoch [  1/ 10] Iter[378/3645]	 CE-loss: 0.3259
Trian : | Epoch [  1/ 10] Iter[379/3645]	 CE-loss: 0.3260
Trian : | Epoch [  1/ 10] Iter[380/3645]	 CE-loss: 0.3256
Trian : | Epoch [  1/ 10] Iter[381/3645]	 CE-loss: 0.3251
Trian : | Epoch [  1/ 10] Iter[382/3645]	 CE-loss: 0.3253
Trian : | Epoch [  1/ 10] Iter[383/3645]	 CE-loss: 0.3250
Trian : | Epoch [  1/ 10] Iter[384/3645]	 CE-loss: 0.3246
Trian : | Epoch [  1/ 10] Iter[385/3645]	 CE-loss: 0.3245
Trian : | Epoch [  1/ 10] Iter[386/3645]	 CE-loss: 0.3243
Trian : | Epoch [  1/ 10] Iter[387/3645]	 CE-loss: 0.3243
Trian : | Epoch [  1/ 10] Iter[388/3645]	 CE-loss: 0.3238
Trian : | Epoch [  1/ 10] Iter[389/3645]	 CE-loss: 0.3238
Trian : | Epoch [  1/ 10] Iter[390/3645]	 CE-loss: 0.3238
Trian : | Epoch [  1/ 10] Iter[391/3645]	 CE-loss: 0.3236
Trian : | Epoch [  1/ 10] Iter[392/3645]	 CE-loss: 0.3234
Trian : | Epoch [  1/ 10] Iter[393/3645]	 CE-loss: 0.3235
Trian : | Epoch [  1/ 10] Iter[394/3645]	 CE-loss: 0.3232
Trian : | Epoch [  1/ 10] Iter[395/3645]	 CE-loss: 0.3230
Trian : | Epoch [  1/ 10] Iter[396/3645]	 CE-loss: 0.3227
Trian : | Epoch [  1/ 10] Iter[397/3645]	 CE-loss: 0.3223
Trian : | Epoch [  1/ 10] Iter[398/3645]	 CE-loss: 0.3221
Trian : | Epoch [  1/ 10] Iter[399/3645]	 CE-loss: 0.3218
Trian : | Epoch [  1/ 10] Iter[400/3645]	 CE-loss: 0.3215
Trian : | Epoch [  1/ 10] Iter[401/3645]	 CE-loss: 0.3220
Trian : | Epoch [  1/ 10] Iter[402/3645]	 CE-loss: 0.3217
Trian : | Epoch [  1/ 10] Iter[403/3645]	 CE-loss: 0.3219
Trian : | Epoch [  1/ 10] Iter[404/3645]	 CE-loss: 0.3216
Trian : | Epoch [  1/ 10] Iter[405/3645]	 CE-loss: 0.3216
Trian : | Epoch [  1/ 10] Iter[406/3645]	 CE-loss: 0.3213
Trian : | Epoch [  1/ 10] Iter[407/3645]	 CE-loss: 0.3214
Trian : | Epoch [  1/ 10] Iter[408/3645]	 CE-loss: 0.3212
Trian : | Epoch [  1/ 10] Iter[409/3645]	 CE-loss: 0.3209
Trian : | Epoch [  1/ 10] Iter[410/3645]	 CE-loss: 0.3210
Trian : | Epoch [  1/ 10] Iter[411/3645]	 CE-loss: 0.3207
Trian : | Epoch [  1/ 10] Iter[412/3645]	 CE-loss: 0.3205
Trian : | Epoch [  1/ 10] Iter[413/3645]	 CE-loss: 0.3207
Trian : | Epoch [  1/ 10] Iter[414/3645]	 CE-loss: 0.3210
Trian : | Epoch [  1/ 10] Iter[415/3645]	 CE-loss: 0.3208
Trian : | Epoch [  1/ 10] Iter[416/3645]	 CE-loss: 0.3209
Trian : | Epoch [  1/ 10] Iter[417/3645]	 CE-loss: 0.3206
Trian : | Epoch [  1/ 10] Iter[418/3645]	 CE-loss: 0.3203
Trian : | Epoch [  1/ 10] Iter[419/3645]	 CE-loss: 0.3201
Trian : | Epoch [  1/ 10] Iter[420/3645]	 CE-loss: 0.3201
Trian : | Epoch [  1/ 10] Iter[421/3645]	 CE-loss: 0.3200
Trian : | Epoch [  1/ 10] Iter[422/3645]	 CE-loss: 0.3199
Trian : | Epoch [  1/ 10] Iter[423/3645]	 CE-loss: 0.3201
Trian : | Epoch [  1/ 10] Iter[424/3645]	 CE-loss: 0.3201
Trian : | Epoch [  1/ 10] Iter[425/3645]	 CE-loss: 0.3199
Trian : | Epoch [  1/ 10] Iter[426/3645]	 CE-loss: 0.3200
Trian : | Epoch [  1/ 10] Iter[427/3645]	 CE-loss: 0.3199
Trian : | Epoch [  1/ 10] Iter[428/3645]	 CE-loss: 0.3201
Trian : | Epoch [  1/ 10] Iter[429/3645]	 CE-loss: 0.3200
Trian : | Epoch [  1/ 10] Iter[430/3645]	 CE-loss: 0.3198
Trian : | Epoch [  1/ 10] Iter[431/3645]	 CE-loss: 0.3199
Trian : | Epoch [  1/ 10] Iter[432/3645]	 CE-loss: 0.3196
Trian : | Epoch [  1/ 10] Iter[433/3645]	 CE-loss: 0.3198
Trian : | Epoch [  1/ 10] Iter[434/3645]	 CE-loss: 0.3200
Trian : | Epoch [  1/ 10] Iter[435/3645]	 CE-loss: 0.3201
Trian : | Epoch [  1/ 10] Iter[436/3645]	 CE-loss: 0.3201
Trian : | Epoch [  1/ 10] Iter[437/3645]	 CE-loss: 0.3206
Trian : | Epoch [  1/ 10] Iter[438/3645]	 CE-loss: 0.3207
Trian : | Epoch [  1/ 10] Iter[439/3645]	 CE-loss: 0.3209
Trian : | Epoch [  1/ 10] Iter[440/3645]	 CE-loss: 0.3206
Trian : | Epoch [  1/ 10] Iter[441/3645]	 CE-loss: 0.3204
Trian : | Epoch [  1/ 10] Iter[442/3645]	 CE-loss: 0.3204
Trian : | Epoch [  1/ 10] Iter[443/3645]	 CE-loss: 0.3202
Trian : | Epoch [  1/ 10] Iter[444/3645]	 CE-loss: 0.3198
Trian : | Epoch [  1/ 10] Iter[445/3645]	 CE-loss: 0.3196
Trian : | Epoch [  1/ 10] Iter[446/3645]	 CE-loss: 0.3191
Trian : | Epoch [  1/ 10] Iter[447/3645]	 CE-loss: 0.3191
Trian : | Epoch [  1/ 10] Iter[448/3645]	 CE-loss: 0.3189
Trian : | Epoch [  1/ 10] Iter[449/3645]	 CE-loss: 0.3185
Trian : | Epoch [  1/ 10] Iter[450/3645]	 CE-loss: 0.3186
Trian : | Epoch [  1/ 10] Iter[451/3645]	 CE-loss: 0.3187
Trian : | Epoch [  1/ 10] Iter[452/3645]	 CE-loss: 0.3186
Trian : | Epoch [  1/ 10] Iter[453/3645]	 CE-loss: 0.3183
Trian : | Epoch [  1/ 10] Iter[454/3645]	 CE-loss: 0.3182
Trian : | Epoch [  1/ 10] Iter[455/3645]	 CE-loss: 0.3182
Trian : | Epoch [  1/ 10] Iter[456/3645]	 CE-loss: 0.3180
Trian : | Epoch [  1/ 10] Iter[457/3645]	 CE-loss: 0.3176
Trian : | Epoch [  1/ 10] Iter[458/3645]	 CE-loss: 0.3176
Trian : | Epoch [  1/ 10] Iter[459/3645]	 CE-loss: 0.3173
Trian : | Epoch [  1/ 10] Iter[460/3645]	 CE-loss: 0.3172
Trian : | Epoch [  1/ 10] Iter[461/3645]	 CE-loss: 0.3173
Trian : | Epoch [  1/ 10] Iter[462/3645]	 CE-loss: 0.3169
Trian : | Epoch [  1/ 10] Iter[463/3645]	 CE-loss: 0.3170
Trian : | Epoch [  1/ 10] Iter[464/3645]	 CE-loss: 0.3172
Trian : | Epoch [  1/ 10] Iter[465/3645]	 CE-loss: 0.3174
Trian : | Epoch [  1/ 10] Iter[466/3645]	 CE-loss: 0.3170
Trian : | Epoch [  1/ 10] Iter[467/3645]	 CE-loss: 0.3171
Trian : | Epoch [  1/ 10] Iter[468/3645]	 CE-loss: 0.3168
Trian : | Epoch [  1/ 10] Iter[469/3645]	 CE-loss: 0.3167
Trian : | Epoch [  1/ 10] Iter[470/3645]	 CE-loss: 0.3168
Trian : | Epoch [  1/ 10] Iter[471/3645]	 CE-loss: 0.3167
Trian : | Epoch [  1/ 10] Iter[472/3645]	 CE-loss: 0.3171
Trian : | Epoch [  1/ 10] Iter[473/3645]	 CE-loss: 0.3172
Trian : | Epoch [  1/ 10] Iter[474/3645]	 CE-loss: 0.3173
Trian : | Epoch [  1/ 10] Iter[475/3645]	 CE-loss: 0.3176
Trian : | Epoch [  1/ 10] Iter[476/3645]	 CE-loss: 0.3176
Trian : | Epoch [  1/ 10] Iter[477/3645]	 CE-loss: 0.3174
Trian : | Epoch [  1/ 10] Iter[478/3645]	 CE-loss: 0.3174
Trian : | Epoch [  1/ 10] Iter[479/3645]	 CE-loss: 0.3170
Trian : | Epoch [  1/ 10] Iter[480/3645]	 CE-loss: 0.3168
Trian : | Epoch [  1/ 10] Iter[481/3645]	 CE-loss: 0.3169
Trian : | Epoch [  1/ 10] Iter[482/3645]	 CE-loss: 0.3170
Trian : | Epoch [  1/ 10] Iter[483/3645]	 CE-loss: 0.3168
Trian : | Epoch [  1/ 10] Iter[484/3645]	 CE-loss: 0.3171
Trian : | Epoch [  1/ 10] Iter[485/3645]	 CE-loss: 0.3171
Trian : | Epoch [  1/ 10] Iter[486/3645]	 CE-loss: 0.3171
Trian : | Epoch [  1/ 10] Iter[487/3645]	 CE-loss: 0.3170
Trian : | Epoch [  1/ 10] Iter[488/3645]	 CE-loss: 0.3172
Trian : | Epoch [  1/ 10] Iter[489/3645]	 CE-loss: 0.3171
Trian : | Epoch [  1/ 10] Iter[490/3645]	 CE-loss: 0.3169
Trian : | Epoch [  1/ 10] Iter[491/3645]	 CE-loss: 0.3166
Trian : | Epoch [  1/ 10] Iter[492/3645]	 CE-loss: 0.3165
Trian : | Epoch [  1/ 10] Iter[493/3645]	 CE-loss: 0.3166
Trian : | Epoch [  1/ 10] Iter[494/3645]	 CE-loss: 0.3168
Trian : | Epoch [  1/ 10] Iter[495/3645]	 CE-loss: 0.3168
Trian : | Epoch [  1/ 10] Iter[496/3645]	 CE-loss: 0.3166
Trian : | Epoch [  1/ 10] Iter[497/3645]	 CE-loss: 0.3169
Trian : | Epoch [  1/ 10] Iter[498/3645]	 CE-loss: 0.3166
Trian : | Epoch [  1/ 10] Iter[499/3645]	 CE-loss: 0.3165
Trian : | Epoch [  1/ 10] Iter[500/3645]	 CE-loss: 0.3163
Trian : | Epoch [  1/ 10] Iter[501/3645]	 CE-loss: 0.3160
Trian : | Epoch [  1/ 10] Iter[502/3645]	 CE-loss: 0.3159
Trian : | Epoch [  1/ 10] Iter[503/3645]	 CE-loss: 0.3154
Trian : | Epoch [  1/ 10] Iter[504/3645]	 CE-loss: 0.3151
Trian : | Epoch [  1/ 10] Iter[505/3645]	 CE-loss: 0.3152
Trian : | Epoch [  1/ 10] Iter[506/3645]	 CE-loss: 0.3148
Trian : | Epoch [  1/ 10] Iter[507/3645]	 CE-loss: 0.3146
Trian : | Epoch [  1/ 10] Iter[508/3645]	 CE-loss: 0.3148
Trian : | Epoch [  1/ 10] Iter[509/3645]	 CE-loss: 0.3146
Trian : | Epoch [  1/ 10] Iter[510/3645]	 CE-loss: 0.3147
Trian : | Epoch [  1/ 10] Iter[511/3645]	 CE-loss: 0.3146
Trian : | Epoch [  1/ 10] Iter[512/3645]	 CE-loss: 0.3145
Trian : | Epoch [  1/ 10] Iter[513/3645]	 CE-loss: 0.3146
Trian : | Epoch [  1/ 10] Iter[514/3645]	 CE-loss: 0.3144
Trian : | Epoch [  1/ 10] Iter[515/3645]	 CE-loss: 0.3145
Trian : | Epoch [  1/ 10] Iter[516/3645]	 CE-loss: 0.3142
Trian : | Epoch [  1/ 10] Iter[517/3645]	 CE-loss: 0.3140
Trian : | Epoch [  1/ 10] Iter[518/3645]	 CE-loss: 0.3137
Trian : | Epoch [  1/ 10] Iter[519/3645]	 CE-loss: 0.3133
Trian : | Epoch [  1/ 10] Iter[520/3645]	 CE-loss: 0.3132
Trian : | Epoch [  1/ 10] Iter[521/3645]	 CE-loss: 0.3128
Trian : | Epoch [  1/ 10] Iter[522/3645]	 CE-loss: 0.3129
Trian : | Epoch [  1/ 10] Iter[523/3645]	 CE-loss: 0.3128
Trian : | Epoch [  1/ 10] Iter[524/3645]	 CE-loss: 0.3126
Trian : | Epoch [  1/ 10] Iter[525/3645]	 CE-loss: 0.3121
Trian : | Epoch [  1/ 10] Iter[526/3645]	 CE-loss: 0.3120
Trian : | Epoch [  1/ 10] Iter[527/3645]	 CE-loss: 0.3121
Trian : | Epoch [  1/ 10] Iter[528/3645]	 CE-loss: 0.3119
Trian : | Epoch [  1/ 10] Iter[529/3645]	 CE-loss: 0.3120
Trian : | Epoch [  1/ 10] Iter[530/3645]	 CE-loss: 0.3119
Trian : | Epoch [  1/ 10] Iter[531/3645]	 CE-loss: 0.3117
Trian : | Epoch [  1/ 10] Iter[532/3645]	 CE-loss: 0.3119
Trian : | Epoch [  1/ 10] Iter[533/3645]	 CE-loss: 0.3118
Trian : | Epoch [  1/ 10] Iter[534/3645]	 CE-loss: 0.3115
Trian : | Epoch [  1/ 10] Iter[535/3645]	 CE-loss: 0.3114
Trian : | Epoch [  1/ 10] Iter[536/3645]	 CE-loss: 0.3114
Trian : | Epoch [  1/ 10] Iter[537/3645]	 CE-loss: 0.3117
Trian : | Epoch [  1/ 10] Iter[538/3645]	 CE-loss: 0.3117
Trian : | Epoch [  1/ 10] Iter[539/3645]	 CE-loss: 0.3116
Trian : | Epoch [  1/ 10] Iter[540/3645]	 CE-loss: 0.3119
Trian : | Epoch [  1/ 10] Iter[541/3645]	 CE-loss: 0.3117
Trian : | Epoch [  1/ 10] Iter[542/3645]	 CE-loss: 0.3117
Trian : | Epoch [  1/ 10] Iter[543/3645]	 CE-loss: 0.3119
Trian : | Epoch [  1/ 10] Iter[544/3645]	 CE-loss: 0.3116
Trian : | Epoch [  1/ 10] Iter[545/3645]	 CE-loss: 0.3115
Trian : | Epoch [  1/ 10] Iter[546/3645]	 CE-loss: 0.3113
Trian : | Epoch [  1/ 10] Iter[547/3645]	 CE-loss: 0.3112
Trian : | Epoch [  1/ 10] Iter[548/3645]	 CE-loss: 0.3110
Trian : | Epoch [  1/ 10] Iter[549/3645]	 CE-loss: 0.3113
Trian : | Epoch [  1/ 10] Iter[550/3645]	 CE-loss: 0.3114
Trian : | Epoch [  1/ 10] Iter[551/3645]	 CE-loss: 0.3111
Trian : | Epoch [  1/ 10] Iter[552/3645]	 CE-loss: 0.3111
Trian : | Epoch [  1/ 10] Iter[553/3645]	 CE-loss: 0.3108
Trian : | Epoch [  1/ 10] Iter[554/3645]	 CE-loss: 0.3107
Trian : | Epoch [  1/ 10] Iter[555/3645]	 CE-loss: 0.3105
Trian : | Epoch [  1/ 10] Iter[556/3645]	 CE-loss: 0.3103
Trian : | Epoch [  1/ 10] Iter[557/3645]	 CE-loss: 0.3102
Trian : | Epoch [  1/ 10] Iter[558/3645]	 CE-loss: 0.3101
Trian : | Epoch [  1/ 10] Iter[559/3645]	 CE-loss: 0.3101
Trian : | Epoch [  1/ 10] Iter[560/3645]	 CE-loss: 0.3097
Trian : | Epoch [  1/ 10] Iter[561/3645]	 CE-loss: 0.3098
Trian : | Epoch [  1/ 10] Iter[562/3645]	 CE-loss: 0.3095
Trian : | Epoch [  1/ 10] Iter[563/3645]	 CE-loss: 0.3095
Trian : | Epoch [  1/ 10] Iter[564/3645]	 CE-loss: 0.3094
Trian : | Epoch [  1/ 10] Iter[565/3645]	 CE-loss: 0.3095
Trian : | Epoch [  1/ 10] Iter[566/3645]	 CE-loss: 0.3092
Trian : | Epoch [  1/ 10] Iter[567/3645]	 CE-loss: 0.3093
Trian : | Epoch [  1/ 10] Iter[568/3645]	 CE-loss: 0.3095
Trian : | Epoch [  1/ 10] Iter[569/3645]	 CE-loss: 0.3096
Trian : | Epoch [  1/ 10] Iter[570/3645]	 CE-loss: 0.3094
Trian : | Epoch [  1/ 10] Iter[571/3645]	 CE-loss: 0.3094
Trian : | Epoch [  1/ 10] Iter[572/3645]	 CE-loss: 0.3093
Trian : | Epoch [  1/ 10] Iter[573/3645]	 CE-loss: 0.3092
Trian : | Epoch [  1/ 10] Iter[574/3645]	 CE-loss: 0.3092
Trian : | Epoch [  1/ 10] Iter[575/3645]	 CE-loss: 0.3091
Trian : | Epoch [  1/ 10] Iter[576/3645]	 CE-loss: 0.3090
Trian : | Epoch [  1/ 10] Iter[577/3645]	 CE-loss: 0.3087
Trian : | Epoch [  1/ 10] Iter[578/3645]	 CE-loss: 0.3086
Trian : | Epoch [  1/ 10] Iter[579/3645]	 CE-loss: 0.3086
Trian : | Epoch [  1/ 10] Iter[580/3645]	 CE-loss: 0.3085
Trian : | Epoch [  1/ 10] Iter[581/3645]	 CE-loss: 0.3084
Trian : | Epoch [  1/ 10] Iter[582/3645]	 CE-loss: 0.3084
Trian : | Epoch [  1/ 10] Iter[583/3645]	 CE-loss: 0.3084
Trian : | Epoch [  1/ 10] Iter[584/3645]	 CE-loss: 0.3084
Trian : | Epoch [  1/ 10] Iter[585/3645]	 CE-loss: 0.3085
Trian : | Epoch [  1/ 10] Iter[586/3645]	 CE-loss: 0.3083
Trian : | Epoch [  1/ 10] Iter[587/3645]	 CE-loss: 0.3085
Trian : | Epoch [  1/ 10] Iter[588/3645]	 CE-loss: 0.3083
Trian : | Epoch [  1/ 10] Iter[589/3645]	 CE-loss: 0.3084
Trian : | Epoch [  1/ 10] Iter[590/3645]	 CE-loss: 0.3083
Trian : | Epoch [  1/ 10] Iter[591/3645]	 CE-loss: 0.3081
Trian : | Epoch [  1/ 10] Iter[592/3645]	 CE-loss: 0.3079
Trian : | Epoch [  1/ 10] Iter[593/3645]	 CE-loss: 0.3078
Trian : | Epoch [  1/ 10] Iter[594/3645]	 CE-loss: 0.3076
Trian : | Epoch [  1/ 10] Iter[595/3645]	 CE-loss: 0.3072
Trian : | Epoch [  1/ 10] Iter[596/3645]	 CE-loss: 0.3075
Trian : | Epoch [  1/ 10] Iter[597/3645]	 CE-loss: 0.3078
Trian : | Epoch [  1/ 10] Iter[598/3645]	 CE-loss: 0.3075
Trian : | Epoch [  1/ 10] Iter[599/3645]	 CE-loss: 0.3076
Trian : | Epoch [  1/ 10] Iter[600/3645]	 CE-loss: 0.3076
Trian : | Epoch [  1/ 10] Iter[601/3645]	 CE-loss: 0.3074
Trian : | Epoch [  1/ 10] Iter[602/3645]	 CE-loss: 0.3070
Trian : | Epoch [  1/ 10] Iter[603/3645]	 CE-loss: 0.3072
Trian : | Epoch [  1/ 10] Iter[604/3645]	 CE-loss: 0.3071
Trian : | Epoch [  1/ 10] Iter[605/3645]	 CE-loss: 0.3069
Trian : | Epoch [  1/ 10] Iter[606/3645]	 CE-loss: 0.3067
Trian : | Epoch [  1/ 10] Iter[607/3645]	 CE-loss: 0.3068
Trian : | Epoch [  1/ 10] Iter[608/3645]	 CE-loss: 0.3065
Trian : | Epoch [  1/ 10] Iter[609/3645]	 CE-loss: 0.3065
Trian : | Epoch [  1/ 10] Iter[610/3645]	 CE-loss: 0.3064
Trian : | Epoch [  1/ 10] Iter[611/3645]	 CE-loss: 0.3063
Trian : | Epoch [  1/ 10] Iter[612/3645]	 CE-loss: 0.3061
Trian : | Epoch [  1/ 10] Iter[613/3645]	 CE-loss: 0.3058
Trian : | Epoch [  1/ 10] Iter[614/3645]	 CE-loss: 0.3057
Trian : | Epoch [  1/ 10] Iter[615/3645]	 CE-loss: 0.3062
Trian : | Epoch [  1/ 10] Iter[616/3645]	 CE-loss: 0.3060
Trian : | Epoch [  1/ 10] Iter[617/3645]	 CE-loss: 0.3060
Trian : | Epoch [  1/ 10] Iter[618/3645]	 CE-loss: 0.3060
Trian : | Epoch [  1/ 10] Iter[619/3645]	 CE-loss: 0.3057
Trian : | Epoch [  1/ 10] Iter[620/3645]	 CE-loss: 0.3057
Trian : | Epoch [  1/ 10] Iter[621/3645]	 CE-loss: 0.3056
Trian : | Epoch [  1/ 10] Iter[622/3645]	 CE-loss: 0.3054
Trian : | Epoch [  1/ 10] Iter[623/3645]	 CE-loss: 0.3055
Trian : | Epoch [  1/ 10] Iter[624/3645]	 CE-loss: 0.3055
Trian : | Epoch [  1/ 10] Iter[625/3645]	 CE-loss: 0.3057
Trian : | Epoch [  1/ 10] Iter[626/3645]	 CE-loss: 0.3055
Trian : | Epoch [  1/ 10] Iter[627/3645]	 CE-loss: 0.3053
Trian : | Epoch [  1/ 10] Iter[628/3645]	 CE-loss: 0.3049
Trian : | Epoch [  1/ 10] Iter[629/3645]	 CE-loss: 0.3046
Trian : | Epoch [  1/ 10] Iter[630/3645]	 CE-loss: 0.3048
Trian : | Epoch [  1/ 10] Iter[631/3645]	 CE-loss: 0.3045
Trian : | Epoch [  1/ 10] Iter[632/3645]	 CE-loss: 0.3042
Trian : | Epoch [  1/ 10] Iter[633/3645]	 CE-loss: 0.3043
Trian : | Epoch [  1/ 10] Iter[634/3645]	 CE-loss: 0.3044
Trian : | Epoch [  1/ 10] Iter[635/3645]	 CE-loss: 0.3042
Trian : | Epoch [  1/ 10] Iter[636/3645]	 CE-loss: 0.3040
Trian : | Epoch [  1/ 10] Iter[637/3645]	 CE-loss: 0.3040
Trian : | Epoch [  1/ 10] Iter[638/3645]	 CE-loss: 0.3043
Trian : | Epoch [  1/ 10] Iter[639/3645]	 CE-loss: 0.3044
